id,renewal,incentives
649,0.9780847160663203,9.0
81136,0.9635454647661579,42.41681978992933
70762,0.8064998875173647,446.11068407219994
53935,0.9516589863876959,59.55847474570318
15476,0.9120954488384305,136.70514109641238
64797,0.9665805964356282,38.348519430662684
67412,0.7604196759692583,183.3742290291539
44241,0.7553427985647696,275.9119192057335
5069,0.9775290781600144,24.576358917619523
16615,0.9761319330392437,26.260249379811768
84281,0.9689978005027134,35.18982713554268
82623,0.938562915703708,24.807836371815664
86475,0.495549389983994,446.11269762553263
68263,0.9161425041458182,24.805473050540066
113135,0.9037497381727266,24.807836371815664
45532,0.9422156293569011,74.7663443728537
102161,0.979232933150539,22.550075018008624
84789,0.5908964493714339,705.5395936140687
62398,0.9489842448969579,63.71010309485565
70148,0.9570100015560371,51.5899405492005
102487,0.8618657663331317,353.40861585839144
100513,0.8479469711977673,446.09876864175186
92702,0.892081786585418,196.29163409252436
25051,0.6574671445519326,399.4201379371503
92920,0.9761248258921462,26.268867495917842
25520,0.9306707613645442,95.71844142908152
81869,0.9333951563838749,90.50976461558885
75402,0.9646135862445213,40.971823958900686
34053,0.6461340813656874,24.808659058634127
21191,0.9730311544272713,30.07172399698081
10864,0.9668085452042128,38.04762171623853
6349,0.9443202690886758,71.23997909720656
85213,0.9695911073310391,34.425184078388504
17255,0.9296256954028894,97.763815016815
108351,0.747782549492318,183.37836821889374
51437,0.9423468849257877,74.54398477897323
88629,0.7456574013329899,585.4088608686122
85367,0.9748019618859521,24.807364683618562
12313,0.9121441951875555,24.807364683618562
71659,0.9456967034019774,68.97786480830831
35142,0.9746100142330872,28.117995299243745
62988,0.9670187418371876,37.77072148853354
8793,0.9060238902057408,152.69540481943864
11433,0.9741007657537517,28.745177645876026
30586,0.973525809881434,29.456682400911152
53012,0.9548977329336917,54.68366138131307
87924,0.9707813766314013,32.903575585603605
106177,0.9526468757550364,58.054268296392344
63058,0.9110466426589572,139.36001010082717
99537,0.9416913492241411,75.65781740452827
35336,0.8319220608258258,585.4406247214132
78691,0.9148726300787592,24.807743869645172
16161,0.9567682004431214,51.940772630259815
94318,0.9534217688820356,56.885090262626896
96583,0.9782210931668229,23.749815645746946
104560,0.9195508542221192,118.97864358074034
19638,0.9770040969693252,25.206695858704105
26080,0.9503828036730864,61.52473129363733
113482,0.9740473254320143,28.811157377620994
82175,0.9632874431965389,42.768084452587225
1239,0.9398537423651565,78.82470977249324
32521,0.6368290738137375,446.1005241368289
68529,0.9790049708064604,22.819464910322996
38882,0.349955867302585,275.91284517638724
8299,0.976120519095419,26.27409017122926
98521,0.930398075918425,96.2495463713301
47257,0.9069713882359609,150.09735807395955
42445,0.9426511404831821,74.02980763119082
104700,0.6412736073533136,486.7746523290034
109204,0.9706119822712743,33.119124339281555
20138,0.551776014785751,399.41428149409455
28468,0.9714835057364513,32.01364396903439
94964,0.7335615823238059,522.954408162834
59773,0.8686544617231646,183.37836821889374
17261,0.9736313562263383,29.325797904678133
9570,0.8665917300031476,183.37448506424823
55159,0.6336159305680922,275.9112629984949
82480,0.9672356640794121,37.48552694904871
51225,0.6288729138062855,344.2572218858946
53176,0.7278590913335894,24.80778201661783
82883,0.9544336456639704,55.37228482626071
63590,0.9689901661543683,35.19969317265679
50906,0.6738777755809998,486.77217071212596
21635,0.7995893746744975,446.0743337916879
84000,0.8776425243446514,256.2985960634722
79029,0.9777102554947941,24.35948438683918
60256,0.9764300200646024,25.899269124205567
110660,0.810061779741044,183.3742290291539
51023,0.9569884493171606,51.62117666325127
99146,0.9055387259851848,154.0413519198651
93878,0.964491675627649,41.136011565672106
93845,0.9629058522381561,43.28916028298423
5364,0.5332553763263786,24.807553873223775
106612,0.9382115863360381,81.71194324659496
79928,0.9727814241921141,30.383260883076872
94761,0.9267226194496099,103.59036412609409
7126,0.9600933766621459,47.18924784756656
82176,0.926359011956472,104.33562584951552
53475,0.6035808342634379,399.42037076253825
88108,0.9799270119880295,21.73307649046904
65166,0.9538378368813483,24.805473050540066
65378,0.9298652646901309,97.29255686175607
47119,0.9244173795624105,108.37599958931976
64338,0.9742482269755275,28.56327701069157
48872,0.883705569096713,183.3742290291539
26061,0.9776974768993627,24.374769636363627
78191,0.9740517144004205,28.80573739229862
108224,0.9728383344292872,30.312204770001415
47646,0.8465876033343708,24.807743869645172
63423,0.9737614264745647,29.16467035952246
109453,0.9204689403039852,116.92387967780245
43299,0.9793616758375299,22.398167318382463
86879,0.9182794341632562,121.86821316324456
51882,0.967066984385505,37.70724587175901
84497,0.4453939785862702,446.0983124093402
19699,0.8926572731159895,194.26135322871795
52164,0.9198266144595315,118.35870112648853
36055,0.9001240683892773,169.83081289733323
17844,0.9636503122528314,42.27432913041532
12006,0.9624381283361585,43.9304522038904
51731,0.9780068823797601,24.005143381824524
101823,0.90852175360673,145.93086738377733
